	AS1	AS2	AS3	SD1	SD2	SD3	SD4	SD5	SD6	SD8	SD9
138850	0.777777777777778	0	0	1.22222222222222	1	1.77777777777778	1.11111111111111	0.666666666666667	0	0	0
140598	1	0	0	3.11111111111111	1.44444444444444	2.55555555555556	2.33333333333333	2.66666666666667	0	0	0
140966	2.33333333333333	0	0	1.66666666666667	0.833333333333333	0.833333333333333	1.83333333333333	1	0	0	0
141350	173.833333333333	0	0	249	211.333333333333	215.333333333333	193.666666666667	127.5	0.666666666666667	0	0
141564	0.5	0	0	1	0.5	0.5	1.75	2.25	0	0	0
14157	0	0	20.5	0	0	0	0	0	0	1.125	4
142419	0	0	0	1	1	0.4	1	1.2	0	0	0
142429	18.5	0	0	24.3	15	22.3	16.4	16.5	0	0	0
14659	0.2	0	0	0.2	0.4	0.2	0	0.2	0	0	0
149265	8.25	0	0	12.625	11.875	10.625	14.75	12.5	0	0	0
15062	1.5	0	0	0.75	2	1	1.75	1	0	0	0
152485	27.6666666666667	0.833333333333333	0	35.1666666666667	27.1666666666667	33.8333333333333	34.1666666666667	30.5	0	0	0
15257	0	0	0	0	0	0.75	0.5	0.5	0	0	0
1532107	15.9	0	0	22.1	16.2	18.1	16.2	14.2	0	0	0
1541939	0	0	101.5	0	11.5	0.75	0	0	0	0	0
1550056	42.3	0	0	56.1	35.3	49.9	44.9	41.1	0	0	0
155345	6.33333333333333	0	0	11.7777777777778	9.22222222222222	9.11111111111111	6.11111111111111	7.66666666666667	0	0	0
15540	0.75	0	0	1.5	0.75	1.25	2.75	1.25	0	0	0
1565317	0	0	0	0.4	0	0.4	0.2	0.4	0	0	0
1566691	0.333333333333333	0	0	1.16666666666667	0.666666666666667	0.333333333333333	0.333333333333333	0.5	0	0	0
157428	0	0	0	0.3	0.3	0	0.5	0.3	0	0	0
1609149	4.7	0	0	5.9	3.9	6.9	3.3	3.4	0	0	0
1616059	0	3	46	0	1.66666666666667	0	0	0	4.33333333333333	0.666666666666667	21.6666666666667
163477	3	0	0	2.8	3.1	3.5	3.1	2.7	0	0	0
164413	11	0	0	13.4	7.6	9.6	9.1	8.4	0	0	0
167761	2	3	2	1.66666666666667	1.33333333333333	1.66666666666667	3.33333333333333	0	4.66666666666667	0	0
1689895	0	2	0	1	0	0.666666666666667	1.66666666666667	0.666666666666667	7.66666666666667	0	0
169182	0	0	0	0	0	0	0.571428571428571	0	0	1.14285714285714	1.28571428571429
1712416	0	0	0	0	0	0	0	0	1.75	0.75	1
1816138	0.6	0	0	0.5	0.8	1.1	0.7	0.7	0	0	0
1823053	5131	0	0	7160.8	5172.4	5643	5202.6	4098.6	0.4	0	0
183571	0.7	0	0	1.9	0.8	0.6	1.5	0.9	0	0	0
1843701	0.2	0	0	0.4	0.4	0.5	1.8	0.4	0	0	0
186479	0.5	0	0	1.25	0	0.75	1.25	0.5	0	0	0
1891556	0.2	0	0	0	0	0.2	3.6	2.7	0	0	0
189772	2.875	0	0	5.875	3.125	6	5.5	5.125	0	0	0
1934300	0	0	0	0	0.5	0.625	0.75	0.375	0	0	0
197286	0	0	0	0.333333333333333	0	1	0	0.5	97	3.5	22.8333333333333
197398	0.4	0	0	0.6	0.6	0.5	0.2	1.4	0	0	0
1998479	0.2	0	0	0.4	0.2	0.2	0.6	0.7	0	0	0
2012617	0.222222222222222	0	0	0.333333333333333	0.222222222222222	0.444444444444444	0.222222222222222	0.222222222222222	0	0	0
202466	32.6666666666667	0	0	52.8333333333333	28.1666666666667	42	39.8333333333333	37.6666666666667	0	0	0
203579	0	0	0	18	0	8	0	5	97	0	0
204714	22.3333333333333	0	0	36.3333333333333	15.6666666666667	25	38	27	0	0	0
207627	0	0	0	0.333333333333333	0	0	0.333333333333333	0.5	0	0	0
208424	2	0	0	1	1	2.5	3.5	1.5	0	0	0
210269	0	0	0	0	0	0	0	0	192	1.5	3.5
2109002	0.2	0	0	0.8	0.2	0.3	0.2	0	0	0	0
211171	0	0	0	1.5	0	2.5	2.5	0	0	0	0
211593	0	0	0	12	0	3	0	2	151	0	9
218254	2.3	0	0	3.7	4	3.8	8.6	7.1	0	0	0
219151	1.8	0	0	2	1.4	114.2	1.4	1.8	0	0	0
219549	3.25	0	0	4.75	1.75	2.5	2	3.25	0	0	0
220970	0	0	0	1	0	0	0	0	58	0	3.5
2211108	1	0	0	0	0	1.5	0	2.5	1	1	0
2236726	0.5	0	0	0.5	0.4	0.2	0.5	0.6	0	0	0
2264289	45.1111111111111	0	0	62.1111111111111	40.5555555555556	65.8888888888889	48.5555555555556	38.6666666666667	0	0	0
227112	0.75	0	0	0.5	0	0.75	0.5	0.75	0	0	0
2279387	8.33333333333333	0	0	17	5	12	9	9	0	0	0
2291414	0	15.8333333333333	0.333333333333333	0	1.83333333333333	0	0	0	175.666666666667	0	0
22928	0.2	0	0	0.4	0	0.5	0.3	0	0	0	0
2295957	1.16666666666667	0	0	1.5	0.833333333333333	1	0.833333333333333	2.16666666666667	0	0	0
2295958	1.28571428571429	0	0	1.71428571428571	0.714285714285714	1	3.28571428571429	4.28571428571429	0	0	0
229949	1.75	0	0	1.25	0	0	0	0.5	0	0	0
230114	33.75	0.5	0	51.25	48.25	47.75	49.5	32.75	0.75	0	0
2317377	158.666666666667	0	0	212.5	148.5	189	179.166666666667	147.166666666667	0	0	0
2350254	0.4	0	0	0.2	0.4	0.3	0.6	0.3	0	0	0
236821	0	0	0	3	0	4	0	2	243	2	9
23709	0.666666666666667	1.33333333333333	1.66666666666667	0	0	0	0	0	0	1.33333333333333	0.666666666666667
237945	0	0	0	0	57	0	0	0	3	2	7
238051	0	0	0	0.9	1.1	0.8	0.4	0.8	0	0	0
238205	0	1.08333333333333	0	0	0	0	0.25	0.583333333333333	2	0	0
238660	1.75	0	0	4.5	2.25	4.5	3	3	0	0	0
239506	0	7.75	3.5	0	2.25	0	0	0	86.5	0	2.75
24211	48.3	0	0	73.1	44.9	62	45.9	44.2	0	0	0
243185	0	0	0	0	0	0	0	0	26.7777777777778	0.444444444444444	1.55555555555556
2458172	0	1	2.33333333333333	0	0	2	4.33333333333333	2	4.33333333333333	0	0
2466322	0	2	1.25	0	0	0	0	0	0	0	1.125
2469654	0	1.4	7	0	0	0	0	0	3.4	0	0.6
2480553	0.8	14	40.4	0	0	0	0	0	0	0	0
249740	1	32.5	45.5	0	0	0	0	0	0	335.5	115
249748	0.888888888888889	0	0	2.22222222222222	1	2.44444444444444	2.33333333333333	3.44444444444444	0	0	0
250288	0	6.75	0.5	0	0	0	0	0	14.125	0	0
2503686	0.4	0	0	1	0.8	1.6	2	2	0	0	0
250722	5.8	0	0	6.5	5.2	8.1	6.1	6.7	0	0	0
251317	1.75	0	0	2.75	1	4	2.25	7.5	0	0	0
252101	1	0	0	1.66666666666667	0	2.33333333333333	2	1.33333333333333	0	0	0
252542	0.5	0	0	0.7	0	0.2	0	0.3	0	0	0
2534143	0.4	0	0	0.4	0	0	0.4	0	0	0	0
253429	1.25	0	0	1.25	1.75	1	0.75	1.5	0	0	0
255367	0	0	0	2	1.25	2.25	2.25	1.25	0	0	0
256046	3.33333333333333	0	0	4.16666666666667	2.5	2	1.83333333333333	3.5	0	0	0
256643	0	0	0	0	0	0.666666666666667	1.33333333333333	0	2.33333333333333	0	0
256974	0.3	0	0	0.5	0	0.4	0	0.2	0	0	0
259193	0.555555555555556	0	0	1.11111111111111	1.11111111111111	0.666666666666667	0.888888888888889	0.888888888888889	0	0	0
260900	7.7	0	0	9.1	7.7	10.1	17.1	15.1	0	0	0
261241	0	5.25	1	0	0	0	0	0	2.75	0	0
2613485	0	0	5.66666666666667	0	0	0	0	0	1	1.66666666666667	0
2614328	0	8.85714285714286	340	0	0	0.857142857142857	0	0	1.85714285714286	0	0
264748	0.2	0	0	0.4	0.5	0	0.9	0	0	0	0
2654263	0	10.8333333333333	1.66666666666667	0	0	0	0	0	8.5	1.66666666666667	1.33333333333333
266632	1	0	0	2.2	1	1.8	1	3	0	0	0
269907	0	2876.8	40.6	0	0	0	1.8	0	762.6	500.6	613.4
270598	0.625	0	0	0	0.375	0.5	0.875	0.625	0	0	0
2714267	2.8	96.4	29.8	0	0.8	2	0	0	481.8	0	0
271621	5.8	0	0	7.2	4	7.4	4.8	6	0	0	0
272150	0	0	0.8	0	0	0	0	0	2.8	0.8	0
27227	20.125	0	0	27.625	21.25	28.625	39.625	33.25	0	0	0
273830	2.625	0	0	4.125	2.875	3.5	2.375	2.875	0	0	0
277071	4192.2	0.9	0	5654.3	4288.7	5117.9	4187.1	3125.1	0	0	0
2797395	9.83333333333333	0	0	12.6666666666667	8.5	10.8333333333333	10.3333333333333	9	0	0	0
280459	1.5	0	0	1.66666666666667	1.16666666666667	1.5	1.33333333333333	1.33333333333333	0	0	0
2806353	0.666666666666667	1.66666666666667	0	0	0	1.66666666666667	0	0	2.33333333333333	0	0
284672	1.42857142857143	0	0	1.28571428571429	0	1.14285714285714	1.28571428571429	1.57142857142857	0	0	0
285497	0	0	5.5	2	1.5	1.5	1.5	0	1	0	0
2862781	0	2.33333333333333	2.33333333333333	0	0	0	0	0	0.666666666666667	3.16666666666667	0.833333333333333
287032	1	0	0	1	0	1.16666666666667	0.666666666666667	0.333333333333333	0	0	0
2874742	16.4	0	0	25.5	15.3	24.7	43.7	34.2	0	0	0
287559	1.9	0	0	1.6	1.6	1.6	1.3	1.3	0	0	0
287657	0.5	0	0	0.6	0.8	0	0.3	0	0	0	0
288040	1.1	0	0	1.6	1.8	2.3	1.9	1.4	0	0	0
288283	0	0	0	1.5	0	1.5	0	1	0	0	0
289933	0.5	0	0	0.666666666666667	0.666666666666667	0	0.666666666666667	0.333333333333333	0	0	0
2901960	0	0.714285714285714	1.14285714285714	0	0	0	0	0	0	0.285714285714286	0
2901965	1.75	3.5	0	0.5	0	0	0	0	0	0	0
290799	24.4	0	0	38.2	27.5	34.2	34.3	30.2	0	0	0
291149	1	0	0	0.4	0	1	2.4	1	0	0	0
291510	17.4	0	0	27.8	17.2	18.6	18.8	12.4	0	0	0
291933	22.9	0	0	26.6	20.6	20.7	18.6	14.8	0	0	0
29253	0.375	0	0	0.875	1.125	0.875	0.5	0.75	0	0	0
2930734	0	12.75	0	0	0	0	0	0	4.5	5.75	0.5
294254	0.4	0	0	1.4	0	0.6	0.4	1.4	0	0	0
294618	0.333333333333333	0	0	1.16666666666667	0	0	1	1.16666666666667	0	0	0
295031	3	0	0	7	2.8	2.8	2.8	1.6	0	0	0
297399	2.7	0	0	3	2.4	2.1	2.6	2.3	0	0	0
298813	6.75	0	0	4.75	3.25	3.75	3.5	4.5	0	0	0
298853	0.2	0	0	0.2	0	0.3	0.3	0	0	0	0
299659	0	0	0	0.8	0.4	1.4	1.4	0	0.4	0	0
301350	1.25	0	0	1.5	0.75	1.125	1.625	0.625	0	0	0
301677	0.4	0	0	0.6	0.7	0	0.3	1.1	0	0	0
302883	1	0	0	1.83333333333333	1.83333333333333	0.666666666666667	0	1.33333333333333	0	0	0
302965	0.333333333333333	0	0	0	0.666666666666667	0.444444444444444	0.333333333333333	0.222222222222222	0	0	0
3057707	0.6	0	0	0	0	1	0.6	0.4	0	0	0
3092911	0	2	1.33333333333333	0	0	1	0.666666666666667	0	2.66666666666667	0	1
311522	4.83333333333333	0	0	8	5.66666666666667	7.33333333333333	6	10.6666666666667	0	0	0
316515	5.5	0	0	7.16666666666667	5.83333333333333	5.5	7.66666666666667	6	0	0	0
316924	0	7.8	0	0.8	1.2	0	0	0	28.2	0	0
317522	46.6	0	0	67.6	46.8	69.6	55.4	56.4	0	0	0
318763	32.6	0	0	44	27.4	35.2	29.2	28.6	0	0	0
321618	0.6	0.2	0	1.4	1	1.1	0.7	0	0.3	0	0
32546	0	12	8	0	0	0	0	0	5	0	0
325650	0.333333333333333	0	0	0.666666666666667	0.666666666666667	0.5	0.5	0.666666666666667	0	0	0
328727	0	0	0	0.5	0.5	0.5	0.5	0.833333333333333	0	0	0
3290764	0	0.666666666666667	0	0.666666666666667	0	0	0	1	0	0	0
331697	4	3	0	969	18	439	4	219	48015	192	1715
331738	168	0	0	205.75	171.75	202	186.25	120.5	0	0	0
332557	9	0	0	9.25	5.25	7.75	10.75	9.25	0	0	0
333782	0.833333333333333	0	0	2.16666666666667	1.66666666666667	0.833333333333333	2	2.33333333333333	0	0	0
338140	0	0	0	0.75	0	1	0	0.75	0	0	0
338200	187.833333333333	0	0	275	184.166666666667	226.5	198.166666666667	167	0	0	0
338267	1.6	0	0	4.1	1.2	1.3	1.5	2.3	0	0	0
339015	1	0	0	0	0.666666666666667	1	0.666666666666667	0	0	0	0
341094	61.8	0	0	89.2	50.2	67.8	61.4	63	0	0	0
341460	3.66666666666667	691.5	512.333333333333	0	2.33333333333333	0	0.666666666666667	0.5	199	707.166666666667	135.166666666667
342096	18	0	0	29.75	15.75	19	24.25	23.75	0	0	0
342427	1.2	48.6	91.8	0	0	0	0	0	0	1.2	0
343273	0.5	0	0	1.33333333333333	1	1.66666666666667	0.5	0.833333333333333	0	0	0.333333333333333
344495	1.22222222222222	0	0	1	0.777777777777778	0.777777777777778	0.777777777777778	0.666666666666667	0	0	0
344654	0.3	0	0	0	0.4	0	0	0.3	0	0	0
3453734	0	0	0	0	0	0.5	0.333333333333333	0.5	0	0	0
345575	0.4	0	0	0.4	0.8	1.4	1	1.2	0	0	0
3462224	0	0.333333333333333	0	0	0	0	0	0	0.333333333333333	0.833333333333333	0
348806	0	0	0	0	0.285714285714286	0.428571428571429	0	0	4	0	0
350973	0.3	0	0	0.5	0.6	0.4	0.5	0.9	0	0	0
353616	0.9	0	0	1.9	0.5	0.6	1.4	1.9	0	0	0
3537764	0	1	0.5	0	0	0	0	0	0.375	0	5.625
3539658	24.9	0	0	31.5	21.9	26.4	25.6	19.8	0	0	0
354004	0.333333333333333	0	0	0.666666666666667	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0	0
355695	23.3333333333333	0	0	34.8333333333333	24	32.6666666666667	28.1666666666667	30.6666666666667	0	0	0
357169	9.33333333333333	0	0	9.55555555555556	8.33333333333333	8.88888888888889	8.44444444444444	9.44444444444444	0	0	0
359750	0	0	0	0.75	1.25	1.5	1.25	0.5	0	0	0
36125	7.375	0	0	12	8.75	10	8.75	8.375	0	0	0
361710	5.77777777777778	0	0	10.5555555555556	5.11111111111111	7.66666666666667	5.88888888888889	7.55555555555556	0	0	0
363305	24.5	0	0	34	18.75	39.5	44	29.75	0	0	0
366926	5.7	0	0	8.3	6.9	7	14.7	10.7	0	0	0
3678349	0	14.5	20.5	0	0.5	0	0	0	68.75	0.75	1.5
3697034	14.8333333333333	0	0	23.8333333333333	17.5	18.5	16.8333333333333	13.6666666666667	0	0	0
371295	1.5	0	0	0.833333333333333	0.833333333333333	0	1.33333333333333	0	0	0	0
3773438	6.7	0	0	8.6	7.7	8.9	12	11.3	0	0	0
377546	10.5	0	0	8.5	8.5	6.5	9	7	0	0	0
3801267	0	2.2	0	0	0	0	0	0	0.8	0	0.4
38098	0.222222222222222	0	0	0.222222222222222	0	0	0	0.222222222222222	0	0	0
3816676	0	0	0	0.75	0	0.25	0.25	0.875	0	0	0
3825935	0	0	0	0	0	0	0	0	35.2	3	11.4
3931	0	0.666666666666667	1	0	0	0	0	0	0.666666666666667	0	0
3944484	7	0	0	11.2857142857143	6.57142857142857	9.57142857142857	7.85714285714286	5.42857142857143	0	0	0
398350	0	0	0	0.8	0.6	0.4	0.6	0	0	0	0
398604	0.333333333333333	0	0	0.833333333333333	0.333333333333333	0	1	0.5	0	0	0
401193	0	5	3.5	0	0	0	0	1	11	0	1
405425	0.8	1	1	0	0	1.2	0.8	1.6	0	0	2
4128270	0.833333333333333	0	0	0.666666666666667	0.333333333333333	1.5	3.16666666666667	1.83333333333333	0	0	0
4213913	0	2.5	0	0	0	0	0	0	0	3	1
422295	0.25	3	11.375	0	0	0.375	0	0	11	0	0
4225932	7	0	0	6.75	7.5	5.5	5.625	3.5	0	0	0
4235445	1.16666666666667	0	0	0.333333333333333	1	0.333333333333333	1.16666666666667	1.33333333333333	0	0	0
42538	0	0	17	0	0	0	0	0	0	81.5	56
425721	0	0	0	0.428571428571429	0	0	0	0	27.7142857142857	0	0.714285714285714
425968	0	0	0	0	0.333333333333333	0.5	0.5	0	0	0	0
4273894	0.75	0	0	3.75	2.25	1	1.75	5.5	0	0	0
4294655	0	0.333333333333333	0.5	0	0	0	0	0	0	3.33333333333333	4.33333333333333
4295725	15.8	0	0	17.2	11.8	14	20	15.6	0	0	0
4295763	0	10.6666666666667	6	0	0	0	0	0	2.33333333333333	9.66666666666667	2
4296080	0.333333333333333	7	5.16666666666667	0	0	0	0	0	1.83333333333333	7.83333333333333	1.33333333333333
4297332	0	4.66666666666667	1.33333333333333	0	0	0	0	0	6.66666666666667	1.33333333333333	1
4298291	0	0	20.5	0	0	0	0	0	0	1.25	2.75
4298633	0	7	29.75	0	0	0.5	0	0	5.75	23.25	9.75
4298791	0	4.2	7	0	0	0	0	0	0.4	0	0
4298899	0	1	0	0	0	0	0	0	1.66666666666667	1	1.33333333333333
4299087	1	1	2	0	0	0	0	0	1.5	94.5	41.75
4300777	0.75	129	33.75	0	0	0	0.5	0	7.25	2.75	0.75
4301566	0	0	0.5	0	0	0	0	0	0.5	0.5	0
4302049	0	0.8	0	0	0	0	0	0	2	0.6	0
4303114	0	2	1	0	0	0	0	0	0	0.5	0
4303191	0	2.75	0	0	0	0	0.5	0	1.5	0	0
4303759	0	49	165.666666666667	0	0	0.666666666666667	0	0	5.33333333333333	2	1.33333333333333
4303858	1	0	0	0	0	1	0	1	0	0	0
4304901	0	14	16	0	1.25	0	0	0	2.25	130	121.75
4305062	0	0	0	0	0	0	0	0	5.33333333333333	2.33333333333333	5
4305793	0	14.5	0	0	0	0	0	0	9.66666666666667	1.66666666666667	2.5
4305837	0.5	0	0	0.5	0	1	0.5	1	0	0	0
4305935	0	11.25	0.5	0	0	0	0	0	0.75	0.5	0
4306157	0	0.833333333333333	0.666666666666667	0	0	0	0	0	0.666666666666667	0.666666666666667	0.5
4306203	0	0	0	0.875	0	0.875	0.375	0	0	0	0
4307078	0.666666666666667	3.33333333333333	3	0	1.66666666666667	15.3333333333333	0	0	81	3.33333333333333	0
4307347	0.4	2	6.2	0	0	1.4	3.2	0.6	6.6	0.4	0.6
4307464	0	36	2	0	0	0	0	0	0	1	0
4308213	0	4.4	10.6	0	0	0	0	0	0.4	0.8	1
4308270	2.75	1.75	758.75	0	1.75	0	0	0	1026.5	964.25	993.75
4309088	0	0	1	0	0	0	0	0	0	1	3.33333333333333
4309301	0	1.5	0.5	0	0	0	0	0	1.5	0.75	0.5
4309323	0	2.5	2	0	0	0	0	0	0.666666666666667	0.833333333333333	0.5
4309708	2.2	0	0	3.4	2.1	3.3	2.3	2.9	0	0	0
4309764	0	0.5	1	0	0	0	0	0	1.75	1.75	1
4310024	0	3.5	3.16666666666667	0	0	0	0	0	19.3333333333333	0	0
4310208	0	480.8	5.4	0	0	0	0	0	14.6	6.4	22.2
4310395	0	1.75	3.25	0	0	0	0	0	14.75	4	42.25
4310396	0.8	7.8	16.8	0	0	0	0	0	16.8	1.6	29.4
4310398	0	2.5	0	0	0	0	0	0	39.75	0	0.5
4310829	0	0	0.666666666666667	0	0	0	0	0	1.33333333333333	0	1
4311177	1.1	0	0	1.2	1.4	2.6	8.8	3.6	0	0	0
4312886	0	2.5	2.25	0	0	0	0	0	8	2	0
4314141	0	5.33333333333333	0	0	0	0	0	0	2.16666666666667	0.333333333333333	0.5
4314749	0	2	3.33333333333333	0	0	1.66666666666667	0	0	283.666666666667	117.333333333333	222.666666666667
4315066	0.666666666666667	0.666666666666667	0	0	0	0.833333333333333	0	0	0	0.5	0.666666666666667
4315605	0	1.33333333333333	0	0	0	0	0	0	1	0	0.666666666666667
4316157	0	0.5	1.33333333333333	0	0	0	0	0	0.666666666666667	17.6666666666667	12.1666666666667
4316566	0.833333333333333	0	0	1.83333333333333	0.833333333333333	1.66666666666667	1	0.333333333333333	0	0	0
4316928	1	0	0	0.666666666666667	1	0.833333333333333	0.666666666666667	0.333333333333333	0	0	0
4317730	0	0	0	3	0	0	0	0	89	0	2
4318122	0	1.8	0.4	0	0	0	0	0	0	2.2	0
4318130	0	1.66666666666667	0	0	0	0	0	0	2.66666666666667	0	0.333333333333333
4318284	1.33333333333333	4.66666666666667	0	0	4	0	0	0	89	0	0
4318352	0	27.6666666666667	5.66666666666667	0	0	1.33333333333333	0	0	33.6666666666667	12.6666666666667	6.66666666666667
4318671	0	0.6	2.2	0	0	0	0	0	0	0.4	0.6
4318869	0	0.4	1.2	0	0	0	0	0	1	1.2	0
4318872	0	6.33333333333333	0	0	0	0	0	0	4.83333333333333	0.333333333333333	0.333333333333333
4318935	0	0	0	3	0	2	0	0	99	0	5
4319637	7.9	0	0	13.3	8.6	12.1	8.9	7.3	0	0	0
4320462	0	49	22.3333333333333	0	0	2	0	0	57.3333333333333	34.3333333333333	16
4320513	0	1.5	4	0	0	0	0	0	11.5	4.75	8.5
4320547	0	0	0	0	0	0	0	0	26.6666666666667	14	23.3333333333333
4320756	0	1.5	0.5	0	0	0	0	0	0	0.5	0
4321176	0	0	0	0.75	0.25	0.625	0.5	0.625	0	0	0
4321396	0	1.25	0	0	0	0	0	0	0.5	0	5.25
4321398	0	24.75	1.75	0	9.75	0	0	0	5	70.75	231.5
4321400	0	1.5	1.25	0	0	0	0	0	4.75	4.25	0.75
4322311	0	0	9.25	0	0	0	0	0	0	38.5	17
4323393	0	2	0.333333333333333	0	0	0	0	0	0.333333333333333	0.833333333333333	0
4323397	0	0.666666666666667	0	0	0	0.666666666666667	0	0	1.83333333333333	4.16666666666667	7.5
4323865	2.22222222222222	0	0	0.666666666666667	1.11111111111111	1.88888888888889	1.66666666666667	0.222222222222222	0	0	0
4324467	0.75	63.5	10.75	0	0.75	0	0	0	260	2.5	5.25
4325275	0	2.2	0.8	0	0	0	0	0	20.8	1.2	0
4326277	0	0.75	1.5	0	0	0	0	0	6.75	3.5	6.25
4326406	0	2.25	0.5	0	0	0	0	0	5.25	1.25	0
4326635	0	3.33333333333333	1.66666666666667	0	0	0	0	0	4.66666666666667	2.33333333333333	1
4326647	0	0	0.666666666666667	0	0	0.666666666666667	0	0	22	2.66666666666667	12.6666666666667
4326857	0	1.66666666666667	3.66666666666667	0	0	2	0	0	217.333333333333	59.6666666666667	170
4328040	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	6	4.5
4329788	0	8.75	1.25	0	0	0	0	0	0	0	3
4330324	0	19.5	0	0	0	0	0	0	13.3333333333333	0.333333333333333	0.833333333333333
4330572	0	1.5	11.75	0	0	0.5	0	0	0	5	2.5
4330849	0	38.5	5	0	0	0	0	0	1	107	39
4331090	0	0	0	0	0.75	0.5	0.75	0	0	0	0
4331858	0	0.666666666666667	1.66666666666667	0	0	0	0	0	1	0	0
4331876	0.6	0	0	1.4	0.8	1	0.3	0.5	0	0	0
4331976	332.444444444444	0.333333333333333	0	466	317.555555555556	467.111111111111	377.333333333333	262.333333333333	0	0	0
4332410	0	1.25	5.25	0	0	0	0	0	8.75	2.5	0.5
4333020	0	0	0	7	0	0	0	0	97	0	6
4333556	3.4	0	0	3.3	2.5	5.1	5.2	4.4	0	0	0
4334748	0.833333333333333	1.5	1.66666666666667	0	0.333333333333333	2.5	0	0	0.333333333333333	28	18
4335432	0.3	0	0	0.3	0.2	0.7	0.2	0.2	0	0	0
4335436	0.2	0	0	0.5	0.5	0	0	0	0	0	0
4335578	0	6.375	4.375	0	0	0	0	0	1.875	1.625	1.75
4335776	39.5	75.5	193.166666666667	0	8.66666666666667	81.8333333333333	0	0	35	2243.33333333333	1499.16666666667
4335864	0	6.16666666666667	0	0	0	0	0	0	3.66666666666667	0	0.333333333333333
4337090	0	2	0.8	0	0	0	0	0	2.6	3.2	0
4338062	0	0	0	0	0.3	0.3	0.2	0.4	0	0	0
4338372	0	8.5	180	0	0	0	0	0	128.75	1.5	1.75
4338512	0	15.25	5.25	0	0	0	0	0	57.25	1.5	4.25
4340137	0	0.75	0.75	0	0	0	0	0	0	2.75	7
4340454	0	2	10.6666666666667	0	0	0	0	0	12.6666666666667	0.666666666666667	0
4340587	0	1	0	0	0.666666666666667	0	0	0	1	0	0
4340653	0.666666666666667	16	3.33333333333333	0	0	14.6666666666667	0	0	12.6666666666667	15.3333333333333	8
4341205	0	28.5	0	0	0	0	0	0	0.5	0	3.5
4344483	1	0	0	0.666666666666667	0	0.666666666666667	0	0	0	0	0
4344753	1.8	0	0	1.7	1.1	0.8	1.5	1	0	0	0
4346722	0	1	0.8	0	0	0	0	0	4.8	1.8	1
4346977	0	1	0.75	0	0	0	0	0	2	1.25	0
4352233	0	0	0	0	0	0.5	0.833333333333333	0.833333333333333	0	0	0
4352493	0	2.66666666666667	2	0	0	0	0	0	3.33333333333333	1	0.666666666666667
4356465	0	0	0.333333333333333	0	0	0	0	0	0	6	4.5
4362073	0	2	12.6666666666667	0	0	0	0	0	0.666666666666667	0	0
436314	2	0	0	1.66666666666667	1	1.66666666666667	1.33333333333333	3.66666666666667	0	0	0
4364652	0.6	0	0	1.4	2	0.6	2.8	2	0	0	0
4365141	13.25	0	0	21	14	20.5	22	16.75	0	0	0
4366060	0	0.5	0	0	0	0	0	0	1	0.5	0
4366522	0	0	0	0	0	0	0	0	2.33333333333333	1.66666666666667	4.66666666666667
4369714	30.375	0	0	44	33.125	45.875	26.75	28.875	0	0	0
4375597	0	0	0	0.333333333333333	0.444444444444444	0.444444444444444	0.888888888888889	0.555555555555556	0	0	0
4375688	0	0.666666666666667	4.33333333333333	0	5.33333333333333	0	0	0	0	0	0
4376251	0	0	0.666666666666667	0	0	0	0	0	12	2.66666666666667	24.3333333333333
4377418	1.28571428571429	5.28571428571429	13	0	1.28571428571429	0.428571428571429	0	0	13.4285714285714	0.428571428571429	0.428571428571429
4381875	8.7	0	0	13.1	9.7	10.7	9.8	10.8	0	0	0
4381878	0.3	0	0	0.3	0.4	0.2	0.2	0	0	0	0
4383963	0.857142857142857	14.2857142857143	22.4285714285714	0	0.714285714285714	0	0	0	0.857142857142857	0	0.285714285714286
4386030	0.2	0	0	0.5	0.2	0.8	0.3	0	0	0	0
4389141	0.8	0	0	0.8	0.7	0.6	0.5	1.3	0	0	0
4391542	6	79.4285714285714	81.1428571428571	0	5.14285714285714	1.28571428571429	0	0	3.71428571428571	0	0.428571428571429
4392350	0	1.25	0	0	0	0	0	0	0.5	2.25	0
4393019	0	0.75	1.25	0	0	0	0	0	1.25	0	0
4393181	0	0	0	0	0	0	0	0	1.5	29	142
4394095	0	20	26.3333333333333	0	0	0	0	0	5	0	1
4396401	0.2	0	0	0.4	0.2	0.6	1.1	0.7	0	0	0
4397076	0.9	0	0	1.5	0.6	0.9	0.5	0.9	0	0	0
4397570	0.2	0	0	0	0.2	0.5	0.3	0	0	0	0
4399781	0	4.75	0.75	0	0	0	0	0	0.5	0	0
4401186	1	12.3333333333333	1.33333333333333	0	0	0	0	0	10.3333333333333	0	0
4401816	0	0	0	3	1.75	2.5	1.75	1.5	0	0	0
4403542	0	0	0	0.285714285714286	0	0	0	0	7	0	0.285714285714286
4404220	3.33333333333333	9.16666666666667	314.333333333333	0	0	0	0	0	0	15	0.333333333333333
4404222	0.5	0	17.75	0	4.5	0	0	0	1.75	104.25	143.25
4407604	2	0	0	3.33333333333333	2.33333333333333	1.83333333333333	3.16666666666667	1.33333333333333	0	0	0
4408040	0.444444444444444	0	0	0.555555555555556	0.555555555555556	0.888888888888889	0.555555555555556	0.666666666666667	0	0	0
4409545	0	1	0	0	0	0	0	0	0.666666666666667	0.666666666666667	1
4416610	2.1	0	0	2.1	3	2.7	2.7	2	0	0	0
